paymentId,rentalId,customerId,py_staffId,amount,paymentDate,py_lastUpdate
121814,400250,931,185,45,2011-06-25 06:25:05,2011-06-25 06:25:05
121815,400251,1158,150,102,2010-02-26 18:22:24,2010-02-26 18:22:24
121816,400252,641,174,81,2013-05-03 19:26:10,2013-05-03 19:26:10
121817,400253,797,179,87,2011-06-23 21:43:59,2011-06-23 21:43:59
121818,400254,630,151,81,2010-11-06 06:02:25,2010-11-06 06:02:25
121819,400255,1088,173,37,2011-03-30 11:10:51,2011-03-30 11:10:51
121820,400256,1140,177,96,2012-02-25 07:17:00,2012-02-25 07:17:00
121821,400257,1194,168,83,2018-07-01 05:03:32,2018-07-01 05:03:32
121822,400258,859,154,36,2019-07-17 13:26:17,2019-07-17 13:26:17
121823,400259,630,136,108,2011-10-09 14:59:59,2011-10-09 14:59:59
121824,400260,734,183,20,2016-03-13 13:50:08,2016-03-13 13:50:08
121825,400261,682,163,28,2018-12-06 21:22:25,2018-12-06 21:22:25
121826,400262,872,186,92,2019-11-30 06:12:33,2019-11-30 06:12:33
121827,400263,868,182,80,2011-06-30 08:05:37,2011-06-30 08:05:37
121828,400264,1031,162,22,2016-10-19 18:24:47,2016-10-19 18:24:47
121829,400265,953,133,120,2017-01-04 02:16:24,2017-01-04 02:16:24
121830,400266,650,150,28,2019-06-05 15:45:34,2019-06-05 15:45:34
121831,400267,609,173,40,2013-08-08 11:13:23,2013-08-08 11:13:23
121832,400268,1160,170,48,2014-06-25 10:27:18,2014-06-25 10:27:18
121833,400269,1019,139,42,2015-05-14 05:42:13,2015-05-14 05:42:13
121834,400270,972,145,42,2013-02-24 21:15:25,2013-02-24 21:15:25
121835,400271,1050,146,61,2019-12-02 06:16:13,2019-12-02 06:16:13
121836,400272,909,142,94,2016-02-21 13:35:30,2016-02-21 13:35:30
121837,400273,858,153,94,2017-01-27 16:44:42,2017-01-27 16:44:42
121838,400274,1147,172,118,2010-05-15 07:41:14,2010-05-15 07:41:14
121839,400275,762,178,84,2013-02-12 23:48:30,2013-02-12 23:48:30
121840,400276,852,146,96,2013-07-16 20:44:32,2013-07-16 20:44:32
121841,400277,1129,184,47,2014-10-23 02:01:50,2014-10-23 02:01:50
121842,400278,959,127,118,2015-12-07 22:01:35,2015-12-07 22:01:35
121843,400279,850,145,38,2016-09-14 08:35:25,2016-09-14 08:35:25
121844,400280,643,184,114,2017-08-16 12:26:46,2017-08-16 12:26:46
121845,400281,1104,162,50,2013-05-13 01:45:50,2013-05-13 01:45:50
121846,400282,1176,150,111,2015-05-28 05:20:10,2015-05-28 05:20:10
121847,400283,685,165,21,2012-09-13 05:43:42,2012-09-13 05:43:42
121848,400284,1145,163,73,2010-04-16 19:39:20,2010-04-16 19:39:20
121849,400285,702,169,91,2011-09-16 17:00:41,2011-09-16 17:00:41
121850,400286,984,139,63,2017-09-29 06:59:23,2017-09-29 06:59:23
121851,400287,1107,135,66,2014-05-07 01:09:18,2014-05-07 01:09:18
121852,400288,965,152,72,2019-07-14 12:28:11,2019-07-14 12:28:11
121853,400289,816,176,115,2013-08-27 05:35:05,2013-08-27 05:35:05
121854,400290,630,181,81,2014-10-02 10:13:38,2014-10-02 10:13:38
121855,400291,1147,127,23,2019-07-29 22:58:17,2019-07-29 22:58:17
121856,400292,1081,166,84,2017-05-20 10:53:29,2017-05-20 10:53:29
121857,400293,697,132,45,2011-09-29 03:45:41,2011-09-29 03:45:41
121858,400294,1030,137,85,2020-06-18 05:27:33,2020-06-18 05:27:33
121859,400295,909,174,20,2011-09-18 19:45:56,2011-09-18 19:45:56
121860,400296,1040,143,48,2015-04-11 14:24:44,2015-04-11 14:24:44
121861,400297,1138,129,95,2020-10-31 08:40:39,2020-10-31 08:40:39
121862,400298,788,158,51,2018-04-25 01:23:11,2018-04-25 01:23:11
121863,400299,650,154,51,2019-05-05 20:00:07,2019-05-05 20:00:07
121864,400300,1058,160,64,2012-11-26 15:02:30,2012-11-26 15:02:30
121865,400301,930,154,115,2017-09-21 03:46:59,2017-09-21 03:46:59
121866,400302,698,186,80,2020-02-09 13:12:00,2020-02-09 13:12:00
121867,400303,965,160,40,2019-06-05 05:07:28,2019-06-05 05:07:28
121868,400304,1193,127,84,2013-09-01 08:07:49,2013-09-01 08:07:49
121869,400305,613,158,103,2012-02-18 05:02:23,2012-02-18 05:02:23
121870,400306,699,144,106,2012-08-02 13:15:34,2012-08-02 13:15:34
121871,400307,639,140,106,2019-06-24 09:19:28,2019-06-24 09:19:28
121872,400308,639,180,44,2010-08-27 09:07:03,2010-08-27 09:07:03
121873,400309,856,129,119,2018-09-03 12:29:26,2018-09-03 12:29:26
121874,400310,664,157,128,2016-02-23 00:46:57,2016-02-23 00:46:57
121875,400311,896,154,80,2020-09-06 21:06:07,2020-09-06 21:06:07
121876,400312,943,173,105,2020-05-05 18:09:01,2020-05-05 18:09:01
121877,400313,1024,174,126,2020-12-24 13:15:31,2020-12-24 13:15:31
121878,400314,816,168,119,2015-10-04 02:26:49,2015-10-04 02:26:49
121879,400315,1190,162,28,2013-03-05 16:00:34,2013-03-05 16:00:34
121880,400316,848,170,68,2010-08-28 16:25:47,2010-08-28 16:25:47
121881,400317,1082,184,24,2016-12-04 01:36:33,2016-12-04 01:36:33
121882,400318,1150,152,99,2020-02-20 17:34:46,2020-02-20 17:34:46
121883,400319,786,130,97,2018-03-24 23:27:04,2018-03-24 23:27:04
121884,400320,1002,163,118,2019-08-18 13:30:20,2019-08-18 13:30:20
121885,400321,628,129,95,2014-04-07 16:54:29,2014-04-07 16:54:29
121886,400322,943,185,94,2015-02-11 19:57:14,2015-02-11 19:57:14
121887,400323,634,181,67,2019-12-28 01:25:19,2019-12-28 01:25:19
121888,400324,1139,145,110,2012-03-11 08:16:32,2012-03-11 08:16:32
121889,400325,944,147,23,2019-07-01 06:51:42,2019-07-01 06:51:42
121890,400326,802,161,62,2015-06-16 03:38:44,2015-06-16 03:38:44
121891,400327,679,152,63,2012-08-16 02:30:16,2012-08-16 02:30:16
121892,400328,697,185,94,2017-06-13 00:41:42,2017-06-13 00:41:42
121893,400329,969,181,98,2013-12-05 22:24:11,2013-12-05 22:24:11
121894,400330,637,177,106,2016-11-24 12:29:15,2016-11-24 12:29:15
121895,400331,900,164,112,2013-09-03 16:51:27,2013-09-03 16:51:27
121896,400332,738,128,102,2011-01-12 18:43:15,2011-01-12 18:43:15
121897,400333,782,155,106,2012-06-11 03:34:29,2012-06-11 03:34:29
121898,400334,872,147,82,2014-04-19 19:45:26,2014-04-19 19:45:26
121899,400335,1174,128,96,2015-03-08 10:03:16,2015-03-08 10:03:16
121900,400336,1069,180,87,2017-04-16 08:14:59,2017-04-16 08:14:59
121901,400337,1011,141,21,2015-12-14 07:43:35,2015-12-14 07:43:35
121902,400338,770,179,31,2013-08-27 04:56:40,2013-08-27 04:56:40
121903,400339,630,131,82,2016-03-01 22:28:03,2016-03-01 22:28:03
121904,400340,620,132,84,2010-11-16 01:13:58,2010-11-16 01:13:58
121905,400341,1164,182,46,2014-11-08 23:08:53,2014-11-08 23:08:53
121906,400342,1033,166,130,2015-10-16 13:44:00,2015-10-16 13:44:00
121907,400343,785,170,101,2011-01-10 09:04:33,2011-01-10 09:04:33
121908,400344,912,149,47,2020-10-02 20:16:40,2020-10-02 20:16:40
121909,400345,1078,171,122,2019-04-18 16:23:05,2019-04-18 16:23:05
121910,400346,1188,133,57,2015-08-08 02:56:18,2015-08-08 02:56:18
121911,400347,1169,181,117,2017-01-03 23:16:05,2017-01-03 23:16:05
121912,400348,691,136,87,2014-03-10 04:38:32,2014-03-10 04:38:32
121913,400349,900,129,115,2015-03-31 11:01:13,2015-03-31 11:01:13
121914,400350,795,174,106,2010-01-01 10:57:29,2010-01-01 10:57:29
121915,400351,1109,170,85,2013-09-10 04:07:53,2013-09-10 04:07:53
121916,400352,909,165,67,2013-01-13 16:53:32,2013-01-13 16:53:32
121917,400353,671,152,88,2019-10-01 06:08:35,2019-10-01 06:08:35
121918,400354,668,161,78,2015-02-04 21:45:33,2015-02-04 21:45:33
121919,400355,1163,149,52,2011-05-19 11:13:59,2011-05-19 11:13:59
121920,400356,890,165,91,2013-05-17 11:37:50,2013-05-17 11:37:50
121921,400357,710,162,66,2015-12-01 21:57:06,2015-12-01 21:57:06
121922,400358,748,172,20,2011-01-06 01:43:13,2011-01-06 01:43:13
121923,400359,836,153,102,2011-10-29 01:29:18,2011-10-29 01:29:18
121924,400360,918,148,95,2012-05-15 01:02:19,2012-05-15 01:02:19
121925,400361,1130,168,91,2020-03-23 07:56:05,2020-03-23 07:56:05
121926,400362,1167,149,66,2019-03-26 17:19:20,2019-03-26 17:19:20
