paymentId,rentalId,customerId,py_staffId,amount,paymentDate,py_lastUpdate
121603,400039,807,145,127,9/3/2013 3:28,9/3/2013 3:28
121604,400040,789,135,122,11/28/2016 20:54,11/28/2016 20:54
121605,400041,1065,183,110,10/30/2019 15:29,10/30/2019 15:29
121606,400042,748,136,45,12/16/2015 9:13,12/16/2015 9:13
121607,400043,897,134,120,4/27/2020 7:47,4/27/2020 7:47
121608,400044,976,128,122,12/5/2010 5:38,12/5/2010 5:38
121609,400045,1169,157,37,3/2/2010 8:09,3/2/2010 8:09
121610,400046,1177,127,130,9/28/2015 2:27,9/28/2015 2:27
121611,400047,708,136,126,12/12/2010 18:24,12/12/2010 18:24
121612,400048,814,175,70,3/27/2016 21:11,3/27/2016 21:11
121613,400049,1114,141,78,11/7/2013 9:13,11/7/2013 9:13
121614,400050,689,165,85,2/10/2015 4:56,2/10/2015 4:56
121615,400051,698,134,126,12/19/2015 6:10,12/19/2015 6:10
121616,400052,609,185,51,6/1/2017 6:21,6/1/2017 6:21
121617,400053,1180,176,85,6/10/2019 5:31,6/10/2019 5:31
121618,400054,1041,145,87,2/8/2018 22:20,2/8/2018 22:20
121619,400055,1109,140,99,1/18/2015 9:22,1/18/2015 9:22
121620,400056,754,150,107,7/24/2019 3:35,7/24/2019 3:35
121621,400057,857,163,73,11/19/2014 7:57,11/19/2014 7:57
121622,400058,690,138,73,3/31/2011 5:23,3/31/2011 5:23
121623,400059,1122,177,32,6/16/2013 7:56,6/16/2013 7:56
121624,400060,1180,156,70,4/19/2013 19:59,4/19/2013 19:59
121625,400061,772,164,55,2/21/2014 15:43,2/21/2014 15:43
121626,400062,640,160,70,10/2/2019 9:49,10/2/2019 9:49
121627,400063,970,143,115,8/10/2020 7:19,8/10/2020 7:19
121628,400064,1052,130,49,4/20/2013 9:40,4/20/2013 9:40
121629,400065,1079,155,95,11/23/2015 17:34,11/23/2015 17:34
121630,400066,953,182,43,10/22/2020 1:17,10/22/2020 1:17
121631,400067,615,152,73,9/11/2015 1:50,9/11/2015 1:50
121632,400068,612,168,125,6/19/2020 10:55,6/19/2020 10:55
121633,400069,1174,174,44,9/8/2011 23:27,9/8/2011 23:27
121634,400070,695,147,49,7/30/2015 4:47,7/30/2015 4:47
121635,400071,718,134,85,12/27/2018 21:57,12/27/2018 21:57
121636,400072,991,141,42,2/8/2012 19:56,2/8/2012 19:56
121637,400073,727,178,39,6/24/2019 1:00,6/24/2019 1:00
121638,400074,618,173,44,7/23/2014 5:29,7/23/2014 5:29
121639,400075,958,129,128,10/25/2014 11:32,10/25/2014 11:32
121640,400076,1155,140,77,1/29/2010 18:17,1/29/2010 18:17
121641,400077,1003,141,111,7/17/2011 16:14,7/17/2011 16:14
121642,400078,1008,140,85,6/17/2013 22:48,6/17/2013 22:48
121643,400079,651,160,108,6/6/2013 6:08,6/6/2013 6:08
121644,400080,617,150,115,11/19/2017 5:08,11/19/2017 5:08
121645,400081,1032,173,122,5/17/2016 5:12,5/17/2016 5:12
121646,400082,1169,166,63,9/30/2017 13:47,9/30/2017 13:47
121647,400083,868,184,122,11/23/2016 23:03,11/23/2016 23:03
121648,400084,990,146,87,10/18/2013 0:41,10/18/2013 0:41
121649,400085,981,177,105,1/21/2011 15:05,1/21/2011 15:05
121650,400086,959,178,103,7/17/2015 0:14,7/17/2015 0:14
121651,400087,773,165,53,10/8/2011 8:58,10/8/2011 8:58
121652,400088,722,174,117,4/7/2014 11:23,4/7/2014 11:23
121653,400089,906,182,61,9/18/2011 18:12,9/18/2011 18:12
121654,400090,1053,177,78,10/16/2010 9:35,10/16/2010 9:35
121655,400091,930,135,100,12/19/2018 19:25,12/19/2018 19:25
121656,400092,798,130,106,11/12/2020 3:39,11/12/2020 3:39
121657,400093,1047,160,48,9/15/2019 20:22,9/15/2019 20:22
121658,400094,1032,131,110,10/8/2018 15:13,10/8/2018 15:13
121659,400095,601,130,66,10/21/2014 13:15,10/21/2014 13:15
121660,400096,611,147,70,7/19/2019 5:44,7/19/2019 5:44
121661,400097,948,185,114,9/8/2010 7:58,9/8/2010 7:58
121662,400098,1170,160,51,10/3/2016 16:36,10/3/2016 16:36
121663,400099,624,142,112,2/26/2012 5:30,2/26/2012 5:30
121664,400100,632,167,116,7/8/2015 16:00,7/8/2015 16:00
121665,400101,1079,138,108,12/7/2018 13:12,12/7/2018 13:12
121666,400102,620,151,113,12/25/2010 0:04,12/25/2010 0:04
121667,400103,1163,169,124,10/19/2012 22:55,10/19/2012 22:55
121668,400104,1040,175,69,12/31/2011 10:09,12/31/2011 10:09
121669,400105,910,153,119,1/2/2018 22:37,1/2/2018 22:37
121670,400106,979,164,34,6/20/2011 14:45,6/20/2011 14:45
121671,400107,1126,136,76,5/1/2013 20:00,5/1/2013 20:00
121672,400108,608,134,22,6/7/2016 1:53,6/7/2016 1:53
121673,400109,1195,171,69,3/15/2020 6:38,3/15/2020 6:38
121674,400110,1036,166,87,8/3/2010 18:44,8/3/2010 18:44
121675,400111,1146,137,63,9/20/2010 2:41,9/20/2010 2:41
121676,400112,723,153,69,10/1/2016 18:32,10/1/2016 18:32
121677,400113,1148,143,93,4/20/2013 5:44,4/20/2013 5:44
121678,400114,1160,165,130,7/11/2020 22:35,7/11/2020 22:35
121679,400115,1009,148,75,3/3/2015 11:05,3/3/2015 11:05
121680,400116,649,180,80,12/22/2019 17:03,12/22/2019 17:03
121681,400117,619,129,92,11/20/2012 6:39,11/20/2012 6:39
121682,400118,764,166,53,8/17/2011 10:34,8/17/2011 10:34
121683,400119,704,171,127,1/5/2011 16:47,1/5/2011 16:47
121684,400120,1004,127,64,1/3/2011 13:38,1/3/2011 13:38
121685,400121,1015,157,72,10/9/2019 9:14,10/9/2019 9:14
121686,400122,792,157,107,6/5/2017 12:42,6/5/2017 12:42
121687,400123,968,148,28,12/25/2018 9:48,12/25/2018 9:48
121688,400124,1073,162,119,5/11/2015 13:43,5/11/2015 13:43
121689,400125,768,146,87,9/23/2016 2:43,9/23/2016 2:43
121690,400126,838,132,60,9/19/2020 3:38,9/19/2020 3:38
121691,400127,1053,178,82,7/2/2014 5:23,7/2/2014 5:23
121692,400128,746,164,54,10/19/2018 2:15,10/19/2018 2:15
121693,400129,677,182,50,2/27/2016 3:23,2/27/2016 3:23
121694,400130,1171,182,93,4/30/2012 5:41,4/30/2012 5:41
121695,400131,627,175,129,5/17/2011 3:00,5/17/2011 3:00
121696,400132,1189,159,54,6/8/2020 12:21,6/8/2020 12:21
121697,400133,1200,173,80,11/7/2018 5:36,11/7/2018 5:36
121698,400134,688,150,83,3/3/2011 10:10,3/3/2011 10:10
121699,400135,1025,164,80,8/8/2018 10:50,8/8/2018 10:50
121700,400136,1089,180,100,8/31/2020 15:26,8/31/2020 15:26
121701,400137,1065,155,45,6/2/2011 13:42,6/2/2011 13:42
121702,400138,928,184,124,9/21/2017 8:29,9/21/2017 8:29
121703,400139,1045,181,26,11/30/2012 8:50,11/30/2012 8:50
121704,400140,806,148,38,6/5/2013 23:40,6/5/2013 23:40
121705,400141,654,134,41,6/21/2012 22:10,6/21/2012 22:10
121706,400142,895,152,45,9/7/2012 5:16,9/7/2012 5:16
121707,400143,1065,172,31,4/7/2011 5:30,4/7/2011 5:30
121708,400144,622,150,28,4/28/2011 8:44,4/28/2011 8:44
121709,400145,913,181,128,1/8/2016 6:52,1/8/2016 6:52
121710,400146,663,130,87,6/9/2014 9:47,6/9/2014 9:47
121711,400147,964,135,27,10/23/2010 5:01,10/23/2010 5:01
121712,400148,887,131,125,5/6/2015 13:13,5/6/2015 13:13
121713,400149,859,140,117,3/17/2016 12:53,3/17/2016 12:53
121714,400150,902,167,59,6/10/2012 3:32,6/10/2012 3:32
121715,400151,966,183,60,2/7/2013 21:43,2/7/2013 21:43
121716,400152,846,168,73,1/28/2012 2:18,1/28/2012 2:18
121717,400153,1196,149,58,5/2/2019 10:32,5/2/2019 10:32
121718,400154,665,141,76,3/5/2011 22:52,3/5/2011 22:52
121719,400155,838,153,101,1/30/2014 0:42,1/30/2014 0:42
121720,400156,638,157,111,4/14/2019 16:57,4/14/2019 16:57
121721,400157,884,148,119,8/16/2020 16:32,8/16/2020 16:32
121722,400158,688,155,125,9/14/2015 10:00,9/14/2015 10:00
121723,400159,1076,141,20,9/13/2017 14:16,9/13/2017 14:16
121724,400160,853,133,102,4/4/2019 13:51,4/4/2019 13:51
121725,400161,918,141,43,2/13/2019 16:53,2/13/2019 16:53
121726,400162,813,169,54,7/7/2020 19:42,7/7/2020 19:42
121727,400163,653,146,106,8/14/2010 7:02,8/14/2010 7:02
121728,400164,620,138,28,10/29/2020 21:06,10/29/2020 21:06
121729,400165,777,157,112,10/31/2016 11:18,10/31/2016 11:18
121730,400166,743,139,107,11/14/2015 12:29,11/14/2015 12:29
121731,400167,999,140,90,3/13/2014 6:26,3/13/2014 6:26
121732,400168,1150,135,55,11/8/2010 23:26,11/8/2010 23:26
121733,400169,625,156,128,3/2/2014 19:21,3/2/2014 19:21
121734,400170,1165,131,110,4/7/2016 22:03,4/7/2016 22:03
121735,400171,810,131,35,4/30/2017 11:38,4/30/2017 11:38
121736,400172,958,158,115,11/4/2018 16:33,11/4/2018 16:33
121737,400173,777,142,33,9/21/2012 0:27,9/21/2012 0:27
121738,400174,1146,132,31,1/3/2011 3:05,1/3/2011 3:05
121739,400175,973,160,100,2/11/2018 1:07,2/11/2018 1:07
121740,400176,639,130,41,11/21/2020 19:52,11/21/2020 19:52
121741,400177,631,149,45,4/28/2016 9:30,4/28/2016 9:30
121742,400178,950,176,36,5/7/2014 9:55,5/7/2014 9:55
121743,400179,965,167,88,11/18/2015 10:53,11/18/2015 10:53
121744,400180,809,152,22,8/8/2012 1:12,8/8/2012 1:12
121745,400181,757,131,126,11/19/2011 13:25,11/19/2011 13:25
121746,400182,1104,181,47,4/9/2019 9:56,4/9/2019 9:56
121747,400183,656,134,67,11/3/2012 11:27,11/3/2012 11:27
121748,400184,820,176,63,11/18/2020 0:36,11/18/2020 0:36
121749,400185,1083,145,77,2/18/2016 18:44,2/18/2016 18:44
121750,400186,631,152,117,6/30/2018 5:04,6/30/2018 5:04
121751,400187,1052,167,103,2/10/2016 22:00,2/10/2016 22:00
121752,400188,799,147,126,3/5/2017 6:59,3/5/2017 6:59
121753,400189,635,178,90,6/14/2011 18:08,6/14/2011 18:08
121754,400190,1193,140,92,7/15/2018 0:25,7/15/2018 0:25
121755,400191,812,130,127,10/16/2010 8:06,10/16/2010 8:06
121756,400192,1071,132,105,4/8/2018 14:39,4/8/2018 14:39
121757,400193,953,127,91,1/6/2018 1:42,1/6/2018 1:42
121758,400194,708,167,63,7/2/2016 14:58,7/2/2016 14:58
121759,400195,789,158,106,4/8/2014 5:38,4/8/2014 5:38
121760,400196,1005,141,51,5/14/2016 0:20,5/14/2016 0:20
121761,400197,942,156,90,6/2/2012 19:28,6/2/2012 19:28
121762,400198,732,143,125,4/8/2019 10:31,4/8/2019 10:31
121763,400199,869,183,129,9/8/2013 15:39,9/8/2013 15:39
121764,400200,893,166,117,4/13/2016 12:35,4/13/2016 12:35
121765,400201,1048,146,46,10/15/2013 3:21,10/15/2013 3:21
121766,400202,757,136,62,8/15/2015 14:41,8/15/2015 14:41
121767,400203,810,161,105,8/14/2020 0:53,8/14/2020 0:53
121768,400204,746,144,76,4/27/2015 20:05,4/27/2015 20:05
121769,400205,603,163,65,8/18/2016 7:34,8/18/2016 7:34
121770,400206,601,171,56,10/12/2020 1:46,10/12/2020 1:46
121771,400207,670,166,105,6/19/2011 7:33,6/19/2011 7:33
121772,400208,1176,160,52,4/30/2010 23:17,4/30/2010 23:17
121773,400209,1046,159,129,4/14/2014 7:17,4/14/2014 7:17
121774,400210,887,144,40,6/30/2010 2:47,6/30/2010 2:47
121775,400211,1095,156,130,7/24/2016 23:10,7/24/2016 23:10
121776,400212,779,165,30,1/22/2010 5:14,1/22/2010 5:14
121777,400213,1169,131,95,8/25/2010 8:33,8/25/2010 8:33
121778,400214,1033,150,86,5/31/2014 5:16,5/31/2014 5:16
121779,400215,690,150,26,5/25/2016 5:43,5/25/2016 5:43
121780,400216,802,180,107,7/19/2017 3:09,7/19/2017 3:09
121781,400217,1080,157,128,3/13/2018 0:28,3/13/2018 0:28
121782,400218,841,130,124,4/29/2013 13:30,4/29/2013 13:30
121783,400219,996,163,105,12/17/2013 3:21,12/17/2013 3:21
121784,400220,657,127,57,12/19/2015 1:26,12/19/2015 1:26
121785,400221,658,160,42,3/15/2013 23:46,3/15/2013 23:46
121786,400222,692,179,83,6/6/2019 16:36,6/6/2019 16:36
121787,400223,913,155,53,3/26/2013 20:17,3/26/2013 20:17
121788,400224,1142,148,76,11/12/2011 17:11,11/12/2011 17:11
121789,400225,1048,162,57,1/31/2019 9:49,1/31/2019 9:49
121790,400226,815,173,33,9/12/2011 12:30,9/12/2011 12:30
121791,400227,1001,164,32,6/30/2016 0:10,6/30/2016 0:10
121792,400228,1023,185,46,11/18/2018 4:02,11/18/2018 4:02
121793,400229,719,152,98,6/11/2017 21:26,6/11/2017 21:26
121794,400230,960,176,38,7/2/2011 5:58,7/2/2011 5:58
121795,400231,1129,145,33,10/16/2016 7:23,10/16/2016 7:23
121796,400232,1094,183,90,3/8/2018 6:47,3/8/2018 6:47
121797,400233,876,161,85,2/3/2020 14:51,2/3/2020 14:51
121798,400234,1095,154,73,8/29/2018 15:22,8/29/2018 15:22
121799,400235,912,131,59,9/25/2019 10:58,9/25/2019 10:58
121800,400236,881,185,119,4/17/2016 21:12,4/17/2016 21:12
121801,400237,694,176,99,8/7/2012 20:57,8/7/2012 20:57
121802,400238,921,135,70,6/22/2015 0:44,6/22/2015 0:44
121803,400239,1062,180,73,8/9/2015 3:30,8/9/2015 3:30
121804,400240,732,153,124,3/14/2010 18:50,3/14/2010 18:50
121805,400241,964,143,66,4/23/2013 18:02,4/23/2013 18:02
121806,400242,723,134,80,9/3/2010 6:25,9/3/2010 6:25
121807,400243,1077,168,43,8/10/2017 19:39,8/10/2017 19:39
121808,400244,933,141,25,4/9/2015 22:44,4/9/2015 22:44
121809,400245,731,133,94,5/18/2020 16:35,5/18/2020 16:35
121810,400246,870,173,81,3/22/2012 9:22,3/22/2012 9:22
121811,400247,984,143,115,9/9/2016 0:28,9/9/2016 0:28
121812,400248,684,155,45,6/29/2015 14:30,6/29/2015 14:30
121813,400249,799,149,117,9/26/2010 3:40,9/26/2010 3:40
121814,400250,1112,143,43,6/25/2011 6:25,6/25/2011 6:25
121815,400251,673,136,24,2/26/2010 18:22,2/26/2010 18:22
121816,400252,960,172,88,5/3/2013 19:26,5/3/2013 19:26
121817,400253,1138,137,69,6/23/2011 21:43,6/23/2011 21:43
121818,400254,1102,183,71,11/6/2010 6:02,11/6/2010 6:02
121819,400255,664,155,103,3/30/2011 11:10,3/30/2011 11:10
121820,400256,903,140,111,2/25/2012 7:17,2/25/2012 7:17
121821,400257,749,160,130,7/1/2018 5:03,7/1/2018 5:03
121822,400258,829,169,119,7/17/2019 13:26,7/17/2019 13:26
121823,400259,621,168,25,10/9/2011 14:59,10/9/2011 14:59
121824,400260,701,168,71,3/13/2016 13:50,3/13/2016 13:50
121825,400261,939,170,40,12/6/2018 21:22,12/6/2018 21:22
121826,400262,1038,166,27,11/30/2019 6:12,11/30/2019 6:12
121827,400263,1132,185,47,6/30/2011 8:05,6/30/2011 8:05
121828,400264,845,166,41,10/19/2016 18:24,10/19/2016 18:24
121829,400265,1118,133,22,1/4/2017 2:16,1/4/2017 2:16
121830,400266,1121,151,107,6/5/2019 15:45,6/5/2019 15:45
121831,400267,759,132,118,8/8/2013 11:13,8/8/2013 11:13
121832,400268,1155,130,91,6/25/2014 10:27,6/25/2014 10:27
121833,400269,1176,148,43,5/14/2015 5:42,5/14/2015 5:42
121834,400270,878,156,66,2/24/2013 21:15,2/24/2013 21:15
121835,400271,617,132,69,12/2/2019 6:16,12/2/2019 6:16
121836,400272,717,172,70,2/21/2016 13:35,2/21/2016 13:35
121837,400273,843,179,125,1/27/2017 16:44,1/27/2017 16:44
121838,400274,1201,172,109,5/15/2010 7:41,5/15/2010 7:41
121839,400275,685,131,128,2/12/2013 23:48,2/12/2013 23:48
121840,400276,1188,170,49,7/16/2013 20:44,7/16/2013 20:44
121841,400277,828,127,119,10/23/2014 2:01,10/23/2014 2:01
121842,400278,855,144,22,12/7/2015 22:01,12/7/2015 22:01
121843,400279,1042,171,123,9/14/2016 8:35,9/14/2016 8:35
121844,400280,879,176,77,8/16/2017 12:26,8/16/2017 12:26
121845,400281,1072,145,53,5/13/2013 1:45,5/13/2013 1:45
121846,400282,743,143,107,5/28/2015 5:20,5/28/2015 5:20
121847,400283,605,155,20,9/13/2012 5:43,9/13/2012 5:43
121848,400284,1039,135,49,4/16/2010 19:39,4/16/2010 19:39
121849,400285,921,185,59,9/16/2011 17:00,9/16/2011 17:00
121850,400286,882,180,47,9/29/2017 6:59,9/29/2017 6:59
121851,400287,1164,163,96,5/7/2014 1:09,5/7/2014 1:09
121852,400288,950,181,123,7/14/2019 12:28,7/14/2019 12:28
121853,400289,927,142,32,8/27/2013 5:35,8/27/2013 5:35
121854,400290,823,143,124,10/2/2014 10:13,10/2/2014 10:13
121855,400291,1022,170,99,7/29/2019 22:58,7/29/2019 22:58
121856,400292,920,143,49,5/20/2017 10:53,5/20/2017 10:53
121857,400293,889,158,88,9/29/2011 3:45,9/29/2011 3:45
121858,400294,1061,170,117,6/18/2020 5:27,6/18/2020 5:27
121859,400295,918,135,95,9/18/2011 19:45,9/18/2011 19:45
121860,400296,1175,169,88,4/11/2015 14:24,4/11/2015 14:24
121861,400297,1081,155,72,10/31/2020 8:40,10/31/2020 8:40
121862,400298,719,136,26,4/25/2018 1:23,4/25/2018 1:23
121863,400299,1048,130,76,5/5/2019 20:00,5/5/2019 20:00
121864,400300,1192,181,25,11/26/2012 15:02,11/26/2012 15:02
121865,400301,826,159,86,9/21/2017 3:46,9/21/2017 3:46
121866,400302,803,155,115,2/9/2020 13:12,2/9/2020 13:12
121867,400303,1022,185,75,6/5/2019 5:07,6/5/2019 5:07
121868,400304,1016,171,68,9/1/2013 8:07,9/1/2013 8:07
121869,400305,1119,136,123,2/18/2012 5:02,2/18/2012 5:02
121870,400306,1004,152,73,8/2/2012 13:15,8/2/2012 13:15
121871,400307,867,145,118,6/24/2019 9:19,6/24/2019 9:19
121872,400308,909,137,58,8/27/2010 9:07,8/27/2010 9:07
121873,400309,1071,147,74,9/3/2018 12:29,9/3/2018 12:29
121874,400310,618,135,117,2/23/2016 0:46,2/23/2016 0:46
121875,400311,859,179,80,9/6/2020 21:06,9/6/2020 21:06
121876,400312,1191,169,44,5/5/2020 18:09,5/5/2020 18:09
121877,400313,731,150,123,12/24/2020 13:15,12/24/2020 13:15
121878,400314,887,174,29,10/4/2015 2:26,10/4/2015 2:26
121879,400315,778,153,64,3/5/2013 16:00,3/5/2013 16:00
121880,400316,795,162,62,8/28/2010 16:25,8/28/2010 16:25
121881,400317,721,149,31,12/4/2016 1:36,12/4/2016 1:36
121882,400318,1184,141,52,2/20/2020 17:34,2/20/2020 17:34
121883,400319,966,134,56,3/24/2018 23:27,3/24/2018 23:27
121884,400320,1046,172,127,8/18/2019 13:30,8/18/2019 13:30
121885,400321,1017,181,117,4/7/2014 16:54,4/7/2014 16:54
121886,400322,857,175,65,2/11/2015 19:57,2/11/2015 19:57
121887,400323,669,139,111,12/28/2019 1:25,12/28/2019 1:25
121888,400324,721,141,92,3/11/2012 8:16,3/11/2012 8:16
121889,400325,709,135,92,7/1/2019 6:51,7/1/2019 6:51
121890,400326,664,174,112,6/16/2015 3:38,6/16/2015 3:38
121891,400327,638,150,80,8/16/2012 2:30,8/16/2012 2:30
121892,400328,942,169,83,6/13/2017 0:41,6/13/2017 0:41
121893,400329,1095,149,74,12/5/2013 22:24,12/5/2013 22:24
121894,400330,604,135,38,11/24/2016 12:29,11/24/2016 12:29
121895,400331,972,149,47,9/3/2013 16:51,9/3/2013 16:51
121896,400332,656,135,116,1/12/2011 18:43,1/12/2011 18:43
121897,400333,775,135,111,6/11/2012 3:34,6/11/2012 3:34
121898,400334,989,184,94,4/19/2014 19:45,4/19/2014 19:45
121899,400335,943,165,110,3/8/2015 10:03,3/8/2015 10:03
121900,400336,935,139,118,4/16/2017 8:14,4/16/2017 8:14
121901,400337,742,185,38,12/14/2015 7:43,12/14/2015 7:43
121902,400338,770,168,109,8/27/2013 4:56,8/27/2013 4:56
121903,400339,969,139,21,3/1/2016 22:28,3/1/2016 22:28
121904,400340,691,175,50,11/16/2010 1:13,11/16/2010 1:13
121905,400341,711,133,108,11/8/2014 23:08,11/8/2014 23:08
121906,400342,990,147,84,10/16/2015 13:44,10/16/2015 13:44
121907,400343,1016,167,92,1/10/2011 9:04,1/10/2011 9:04
121908,400344,871,173,125,10/2/2020 20:16,10/2/2020 20:16
121909,400345,1192,131,43,4/18/2019 16:23,4/18/2019 16:23
121910,400346,1177,149,43,8/8/2015 2:56,8/8/2015 2:56
121911,400347,649,180,25,1/3/2017 23:16,1/3/2017 23:16
121912,400348,893,128,116,3/10/2014 4:38,3/10/2014 4:38
121913,400349,1031,145,112,3/31/2015 11:01,3/31/2015 11:01
121914,400350,1133,177,72,1/1/2010 10:57,1/1/2010 10:57
121915,400351,921,164,63,9/10/2013 4:07,9/10/2013 4:07
121916,400352,1163,172,48,1/13/2013 16:53,1/13/2013 16:53
121917,400353,1105,137,96,10/1/2019 6:08,10/1/2019 6:08
121918,400354,937,164,129,2/4/2015 21:45,2/4/2015 21:45
121919,400355,737,158,21,5/19/2011 11:13,5/19/2011 11:13
121920,400356,1135,167,103,5/17/2013 11:37,5/17/2013 11:37
121921,400357,617,146,93,12/1/2015 21:57,12/1/2015 21:57
121922,400358,969,163,60,1/6/2011 1:43,1/6/2011 1:43
121923,400359,1007,150,121,10/29/2011 1:29,10/29/2011 1:29
121924,400360,862,184,99,5/15/2012 1:02,5/15/2012 1:02
121925,400361,986,184,47,3/23/2020 7:56,3/23/2020 7:56
121926,400362,1043,180,98,3/26/2019 17:19,3/26/2019 17:19
121927,400363,906,141,31,12/14/2011 10:44,12/14/2011 10:44
121928,400364,655,155,53,10/7/2011 20:47,10/7/2011 20:47
121929,400365,688,132,76,1/8/2019 7:09,1/8/2019 7:09
121930,400366,971,139,70,11/30/2012 16:54,11/30/2012 16:54
121931,400367,918,146,118,5/19/2017 15:53,5/19/2017 15:53
121932,400368,790,182,67,8/7/2010 17:29,8/7/2010 17:29
121933,400369,830,172,56,3/23/2011 1:37,3/23/2011 1:37
121934,400370,609,157,80,9/22/2016 6:40,9/22/2016 6:40
121935,400371,790,133,76,1/8/2016 3:14,1/8/2016 3:14
121936,400372,1141,177,130,5/27/2014 2:04,5/27/2014 2:04
121937,400373,1056,176,56,7/27/2019 17:17,7/27/2019 17:17
121938,400374,752,149,84,8/18/2011 18:08,8/18/2011 18:08
121939,400375,823,183,100,3/11/2020 20:25,3/11/2020 20:25
121940,400376,966,144,54,1/12/2020 0:24,1/12/2020 0:24
121941,400377,852,159,119,2/18/2010 12:47,2/18/2010 12:47
121942,400378,1167,139,33,11/4/2017 20:54,11/4/2017 20:54
121943,400379,786,168,88,8/31/2013 6:20,8/31/2013 6:20
121944,400380,959,163,50,7/22/2020 1:30,7/22/2020 1:30
121945,400381,643,144,115,9/21/2015 4:26,9/21/2015 4:26
121946,400382,836,160,85,11/26/2012 5:59,11/26/2012 5:59
121947,400383,687,143,44,3/27/2015 21:01,3/27/2015 21:01
121948,400384,1106,139,70,11/19/2014 18:52,11/19/2014 18:52
121949,400385,1032,184,126,5/29/2015 2:42,5/29/2015 2:42
121950,400386,703,140,67,9/1/2015 2:57,9/1/2015 2:57
121951,400387,787,178,45,7/12/2016 20:00,7/12/2016 20:00
121952,400388,755,136,93,7/10/2012 7:27,7/10/2012 7:27
121953,400389,844,181,81,9/16/2018 13:31,9/16/2018 13:31
121954,400390,1180,176,80,8/3/2015 2:51,8/3/2015 2:51
121955,400391,994,127,68,10/20/2012 15:31,10/20/2012 15:31
121956,400392,1080,173,27,12/26/2019 19:10,12/26/2019 19:10
121957,400393,651,167,105,4/22/2014 4:05,4/22/2014 4:05
121958,400394,946,182,94,8/22/2011 21:25,8/22/2011 21:25
121959,400395,887,128,111,10/8/2017 23:51,10/8/2017 23:51
121960,400396,1139,177,116,8/11/2013 11:33,8/11/2013 11:33
121961,400397,1004,184,85,4/29/2019 9:31,4/29/2019 9:31
121962,400398,846,134,74,7/9/2013 6:31,7/9/2013 6:31
121963,400399,905,155,98,7/5/2018 2:09,7/5/2018 2:09
121964,400400,983,135,130,11/27/2015 0:49,11/27/2015 0:49
121965,400401,1166,180,129,7/31/2016 16:04,7/31/2016 16:04
121966,400402,1163,127,77,4/12/2017 8:57,4/12/2017 8:57
121967,400403,840,129,20,6/9/2015 8:58,6/9/2015 8:58
121968,400404,964,147,88,10/6/2018 16:54,10/6/2018 16:54
