inventoryId,filmId,storeId,lastUpdate
5017,69,7,2006-02-15 05:09:17.000
5018,69,7,2006-02-15 05:09:17.000
5019,69,7,2006-02-15 05:09:17.000
5020,69,7,2006-02-15 05:09:17.000
5021,69,7,2006-02-15 05:09:17.000
5022,70,7,2006-02-15 05:09:17.000
5023,70,7,2006-02-15 05:09:17.000
5024,70,7,2006-02-15 05:09:17.000
5025,70,7,2006-02-15 05:09:17.000
5026,70,7,2006-02-15 05:09:17.000
5027,70,7,2006-02-15 05:09:17.000
5028,71,7,2006-02-15 05:09:17.000
5029,71,7,2006-02-15 05:09:17.000
5030,71,7,2006-02-15 05:09:17.000
5031,71,7,2006-02-15 05:09:17.000
5032,71,7,2006-02-15 05:09:17.000
5033,72,7,2006-02-15 05:09:17.000
5034,72,7,2006-02-15 05:09:17.000
5035,72,7,2006-02-15 05:09:17.000
5036,72,7,2006-02-15 05:09:17.000
5037,73,7,2006-02-15 05:09:17.000
5038,73,7,2006-02-15 05:09:17.000
5039,73,7,2006-02-15 05:09:17.000
5040,73,7,2006-02-15 05:09:17.000
5041,74,7,2006-02-15 05:09:17.000
5042,74,7,2006-02-15 05:09:17.000
5043,74,7,2006-02-15 05:09:17.000
5044,74,7,2006-02-15 05:09:17.000
5045,74,7,2006-02-15 05:09:17.000
5046,74,7,2006-02-15 05:09:17.000
5047,74,7,2006-02-15 05:09:17.000
5048,75,7,2006-02-15 05:09:17.000
5049,75,7,2006-02-15 05:09:17.000
5050,75,7,2006-02-15 05:09:17.000
5051,76,7,2006-02-15 05:09:17.000
5052,76,7,2006-02-15 05:09:17.000
5053,76,7,2006-02-15 05:09:17.000
5054,76,7,2006-02-15 05:09:17.000
5055,76,7,2006-02-15 05:09:17.000
5056,76,7,2006-02-15 05:09:17.000
5057,76,7,2006-02-15 05:09:17.000
5058,76,7,2006-02-15 05:09:17.000
5059,76,7,2006-02-15 05:09:17.000
5060,77,7,2006-02-15 05:09:17.000
5061,77,7,2006-02-15 05:09:17.000
5062,77,7,2006-02-15 05:09:17.000
5063,78,7,2006-02-15 05:09:17.000
5064,78,7,2006-02-15 05:09:17.000
5065,78,7,2006-02-15 05:09:17.000
5066,78,7,2006-02-15 05:09:17.000
5067,78,7,2006-02-15 05:09:17.000
5068,78,7,2006-02-15 05:09:17.000
5069,79,7,2006-02-15 05:09:17.000
5070,79,7,2006-02-15 05:09:17.000
5071,79,7,2006-02-15 05:09:17.000
5072,79,7,2006-02-15 05:09:17.000
5073,79,7,2006-02-15 05:09:17.000
5074,79,7,2006-02-15 05:09:17.000
5075,79,7,2006-02-15 05:09:17.000
5076,80,7,2006-02-15 05:09:17.000
5077,80,7,2006-02-15 05:09:17.000
5078,80,7,2006-02-15 05:09:17.000
5079,80,7,2006-02-15 05:09:17.000
5080,80,7,2006-02-15 05:09:17.000
5081,81,7,2006-02-15 05:09:17.000
5082,81,7,2006-02-15 05:09:17.000
5083,81,7,2006-02-15 05:09:17.000
5084,81,7,2006-02-15 05:09:17.000
5085,81,7,2006-02-15 05:09:17.000
5086,81,7,2006-02-15 05:09:17.000
5087,82,7,2006-02-15 05:09:17.000
5088,82,7,2006-02-15 05:09:17.000
5089,82,7,2006-02-15 05:09:17.000
5090,82,7,2006-02-15 05:09:17.000
5091,82,7,2006-02-15 05:09:17.000
5092,83,7,2006-02-15 05:09:17.000
5093,83,7,2006-02-15 05:09:17.000
5094,83,7,2006-02-15 05:09:17.000
5095,83,7,2006-02-15 05:09:17.000
5096,83,7,2006-02-15 05:09:17.000
5097,83,7,2006-02-15 05:09:17.000
5098,83,7,2006-02-15 05:09:17.000
5099,83,7,2006-02-15 05:09:17.000
5100,83,7,2006-02-15 05:09:17.000
5101,84,7,2006-02-15 05:09:17.000
5102,84,7,2006-02-15 05:09:17.000
5103,84,7,2006-02-15 05:09:17.000
5104,84,7,2006-02-15 05:09:17.000
5105,84,7,2006-02-15 05:09:17.000
5106,85,7,2006-02-15 05:09:17.000
5107,85,7,2006-02-15 05:09:17.000
5108,85,7,2006-02-15 05:09:17.000
5109,85,7,2006-02-15 05:09:17.000
5110,85,7,2006-02-15 05:09:17.000
5111,85,7,2006-02-15 05:09:17.000
5112,85,7,2006-02-15 05:09:17.000
5113,85,7,2006-02-15 05:09:17.000
5114,85,7,2006-02-15 05:09:17.000
5115,86,7,2006-02-15 05:09:17.000
5116,86,7,2006-02-15 05:09:17.000
5117,86,7,2006-02-15 05:09:17.000
5118,86,7,2006-02-15 05:09:17.000
5119,86,7,2006-02-15 05:09:17.000
5120,87,7,2006-02-15 05:09:17.000
5121,87,7,2006-02-15 05:09:17.000
5122,87,7,2006-02-15 05:09:17.000
5123,87,7,2006-02-15 05:09:17.000
5124,88,7,2006-02-15 05:09:17.000
5125,88,7,2006-02-15 05:09:17.000
5126,88,7,2006-02-15 05:09:17.000
5127,88,7,2006-02-15 05:09:17.000
5128,88,7,2006-02-15 05:09:17.000
5129,88,7,2006-02-15 05:09:17.000
5130,88,7,2006-02-15 05:09:17.000
5131,89,7,2006-02-15 05:09:17.000
5132,89,7,2006-02-15 05:09:17.000
5133,89,7,2006-02-15 05:09:17.000
5134,89,7,2006-02-15 05:09:17.000
5135,90,7,2006-02-15 05:09:17.000
5136,90,7,2006-02-15 05:09:17.000
5137,90,7,2006-02-15 05:09:17.000
5138,90,7,2006-02-15 05:09:17.000
5139,90,7,2006-02-15 05:09:17.000
5140,91,7,2006-02-15 05:09:17.000
5141,91,7,2006-02-15 05:09:17.000
5142,91,7,2006-02-15 05:09:17.000
5143,91,7,2006-02-15 05:09:17.000
5144,91,7,2006-02-15 05:09:17.000
5145,92,7,2006-02-15 05:09:17.000
5146,92,7,2006-02-15 05:09:17.000
5147,92,7,2006-02-15 05:09:17.000
5148,92,7,2006-02-15 05:09:17.000
5149,93,7,2006-02-15 05:09:17.000
5150,93,7,2006-02-15 05:09:17.000
5151,93,7,2006-02-15 05:09:17.000
5152,93,7,2006-02-15 05:09:17.000
5153,93,7,2006-02-15 05:09:17.000
5154,94,7,2006-02-15 05:09:17.000
5155,94,7,2006-02-15 05:09:17.000
5156,94,7,2006-02-15 05:09:17.000
5157,94,7,2006-02-15 05:09:17.000
5158,94,7,2006-02-15 05:09:17.000
5159,94,7,2006-02-15 05:09:17.000
5160,94,7,2006-02-15 05:09:17.000
5161,94,7,2006-02-15 05:09:17.000
5162,94,7,2006-02-15 05:09:17.000
5163,95,7,2006-02-15 05:09:17.000
5164,95,7,2006-02-15 05:09:17.000
5165,95,7,2006-02-15 05:09:17.000
5166,95,7,2006-02-15 05:09:17.000
5167,95,7,2006-02-15 05:09:17.000
5168,95,7,2006-02-15 05:09:17.000
5169,96,7,2006-02-15 05:09:17.000
5170,96,7,2006-02-15 05:09:17.000
5171,96,7,2006-02-15 05:09:17.000
5172,96,7,2006-02-15 05:09:17.000
5173,96,7,2006-02-15 05:09:17.000
5174,96,7,2006-02-15 05:09:17.000
5175,97,7,2006-02-15 05:09:17.000
5176,97,7,2006-02-15 05:09:17.000
5177,97,7,2006-02-15 05:09:17.000
5178,97,7,2006-02-15 05:09:17.000
5179,97,7,2006-02-15 05:09:17.000
5180,97,7,2006-02-15 05:09:17.000
5181,97,7,2006-02-15 05:09:17.000
5182,97,7,2006-02-15 05:09:17.000
5183,97,7,2006-02-15 05:09:17.000
5184,98,7,2006-02-15 05:09:17.000
5185,98,7,2006-02-15 05:09:17.000
5186,98,7,2006-02-15 05:09:17.000
5187,98,7,2006-02-15 05:09:17.000
5188,98,7,2006-02-15 05:09:17.000
5189,99,7,2006-02-15 05:09:17.000
5190,99,7,2006-02-15 05:09:17.000
5191,99,7,2006-02-15 05:09:17.000
5192,99,7,2006-02-15 05:09:17.000
5193,99,7,2006-02-15 05:09:17.000
5194,99,7,2006-02-15 05:09:17.000
5195,99,7,2006-02-15 05:09:17.000
5196,100,7,2006-02-15 05:09:17.000
5197,100,7,2006-02-15 05:09:17.000
5198,100,7,2006-02-15 05:09:17.000
5199,100,7,2006-02-15 05:09:17.000
5200,100,7,2006-02-15 05:09:17.000
5201,100,7,2006-02-15 05:09:17.000
5202,100,7,2006-02-15 05:09:17.000
5203,100,7,2006-02-15 05:09:17.000
5204,100,7,2006-02-15 05:09:17.000
5205,101,7,2006-02-15 05:09:17.000
5206,101,7,2006-02-15 05:09:17.000
5207,101,7,2006-02-15 05:09:17.000
5208,101,7,2006-02-15 05:09:17.000
5209,101,7,2006-02-15 05:09:17.000
5210,101,7,2006-02-15 05:09:17.000
5211,101,7,2006-02-15 05:09:17.000
5212,101,7,2006-02-15 05:09:17.000
5213,102,7,2006-02-15 05:09:17.000
5214,102,7,2006-02-15 05:09:17.000
5215,102,7,2006-02-15 05:09:17.000
